rule_id,for_each,current_var,proposed_var,expert_var,change_reason
alicloud.general.resource.security_center_enabled,alicloud.general.DescribeAvailableResource,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.resource.security_center_no_high_severity_findings_present,alicloud.general.DescribeAvailableResource,id exists,status equals Active,status equals Active,
alicloud.general.resource.security_center_service_enabled,alicloud.general.DescribeAvailableResource,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.resource.securityhub_service_enabled,alicloud.general.DescribeAvailableResource,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.resource.threat_detection_service_enabled,alicloud.general.DescribeAvailableResource,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.restapi.access_logging_enabled,alicloud.general.restapi,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.restapi.client_certificate_required,alicloud.general.restapi,id exists,ssl_enabled equals true,ssl_enabled equals true,
alicloud.general.restapi.waf_acl_enforced,alicloud.general.restapi,id exists,status equals Active,status equals Active,
alicloud.general.restapi.xray_tracing_enabled,alicloud.general.restapi,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.root_login_alerts.configured,alicloud.general.root_login_alerts,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.general.secret_automatic_rotation_enabled.configured,alicloud.general.secret_automatic_rotation_enabled,id exists,status equals Active,status equals Active,
alicloud.general.security_center_service_enabled.configured,alicloud.general.security_center_service_enabled,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.security_group_change_monitoring.configured,alicloud.general.security_group_change_monitoring,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.server.in_transit_encryption_at_rest_and_in_transit_enabled,alicloud.general.server,encrypted equals true,encrypted equals true,ssl_enabled equals true,TLS/SSL connection rule — use ssl_enabled not encrypted
alicloud.general.service.active,alicloud.general.guardduty_service_enabled,id exists,status equals Active,status equals Active,
alicloud.general.service.private_endpoints_required_for_access,alicloud.general.guardduty_service_enabled,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.general.service.private_link_enforced_for_all_traffic,alicloud.general.guardduty_service_enabled,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.general.service.public_access_blocked,alicloud.general.guardduty_service_enabled,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.general.sink.creation_logging_enabled,alicloud.general.sink,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.snapshot.encryption_at_rest_enabled,alicloud.general.snapshot,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,encrypted equals + backup_enabled equals,
alicloud.general.statemachine.execution_logging_enabled,alicloud.general.statemachine,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.stream.encryption_at_rest_enabled,alicloud.apsaravideo.live_stream,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.table.backup_plan_enabled_automated_daily,alicloud.general.global_tables_cross_region_enabled,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.table.cmk_encryption_at_rest_enabled,alicloud.general.global_tables_cross_region_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.general.table.encryption_at_rest_enabled,alicloud.general.global_tables_cross_region_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.tables.kms_customer_managed_key_encryption_enabled,alicloud.general.tables,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.general.tables.point_in_time_recovery_enabled,alicloud.general.tables,id exists,backup_enabled equals true,backup_enabled equals true,
alicloud.general.tag_policies_enabled_and_attached.configured,alicloud.general.tag_policies_enabled_and_attached,id exists,tags exists,tags exists,
alicloud.general.target_group.health_check_properly_configured,alicloud.general.target_group,id exists,status equals Active,status equals Active,
alicloud.general.task.logging_enabled_90_day_retention,alicloud.general.task_definition,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.task_definition.logging_enabled_90_day_retention,alicloud.general.task_definition,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.general.training_job.intercontainer_encryption_in_transit_enabled,alicloud.general.training_job,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.training_job.volume_and_output_encryption_at_rest_enabled,alicloud.general.training_job,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.training_jobs.vpc_settings_properly_configured,alicloud.general.training_jobs,id exists,vpc_id exists,vpc_id exists,
alicloud.general.vault.policy_public_access_blocked,alicloud.general.vault,encrypted equals + public_ip_address not_exists + internet_facing not_equals,encrypted equals + public_ip_address not_exists + internet_facing not_equals,encrypted equals + public_ip_address not_exists + internet_facing not_equals,
alicloud.general.virtual_interface_redundancy_enforced.configured,alicloud.general.virtual_interface_redundancy_enforced,id exists,status equals Active,status equals Active,
alicloud.general.volume.encryption_at_rest_enabled,alicloud.general.volume,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.volume.regular_backups_configured,alicloud.general.volume,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.general.vpc.subnet_configuration_with_nat_gateway,alicloud.actiontrail.vpc_change_alerts,id exists,vpc_id exists,vpc_id exists,
alicloud.general.vulnerability_assessment_service_enabled.configured,alicloud.general.vulnerability_assessment_service_enabled,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.vulnerability_scan_configured.configured,alicloud.general.vulnerability_scan_configured,id exists,status equals Active,status equals Active,
alicloud.general.waf_acl_enforced.configured,alicloud.general.waf_acl_enforced,id exists,status equals Active,status equals Active,
alicloud.general.webshell_detection_enabled.configured,alicloud.general.webshell_detection_enabled,logging_enabled equals true,status equals Active,status equals Active,
alicloud.general.windows_file_system.multi_az_deployment,alicloud.general.windows_file_system,id exists,status equals Active,status equals Active,
alicloud.general.workgroup.encryption_at_rest_enabled,alicloud.general.workgroup,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.general.workload_risks_mitigated.configured,alicloud.general.workload_risks_mitigated,id exists,status equals Active,status equals Active,
alicloud.hbr.backup_plan.access_backup_admins_mfa_required,alicloud.hbr.DescribeBackupPlans,mfa_enabled equals + backup_enabled equals,mfa_enabled equals + backup_enabled equals,mfa_enabled equals + backup_enabled equals,
alicloud.hbr.backup_plan.access_backup_keys_access_least_privilege,alicloud.hbr.DescribeBackupPlans,backup_enabled equals + permissions not_contains,backup_enabled equals + permissions not_contains,backup_enabled equals + permissions not_contains,
alicloud.hbr.backup_plan.access_backup_vault_rbac_least_privilege,alicloud.hbr.DescribeBackupPlans,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.hbr.backup_plan.access_no_public_access_to_backup_vault,alicloud.hbr.DescribeBackupPlans,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals + permissions not_contains,
alicloud.hbr.backup_plan.unprotected_assets_alerting_enabled,alicloud.hbr.DescribeBackupPlans,logging_enabled equals + backup_enabled equals,logging_enabled equals + backup_enabled equals,logging_enabled equals + backup_enabled equals,
alicloud.hbr.backup_recovery_job.monitoring_alert_rules_for_job_failures_configured,alicloud.hbr.backup_recovery_job,backup_enabled equals true,backup_enabled equals true,logging_enabled equals true,Monitoring/alerting/logging rule — use logging_enabled not backup_enabled
alicloud.hbr.backup_recovery_job.monitoring_alert_rules_for_sla_breach_configured,alicloud.hbr.backup_recovery_job,backup_enabled equals true,backup_enabled equals true,logging_enabled equals true,Monitoring/alerting/logging rule — use logging_enabled not backup_enabled
alicloud.hbr.dr.backup_destination_private_only,alicloud.actiontrail.GetAccessKeyLastUsedResources,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
